0,1,2
0.0008662165,0.14377521,0.85535866
0.9998289,0.00010777596,6.333368e-05
0.00054194115,0.052083995,0.9473741
0.9998795,6.229728e-05,5.8234556e-05
0.00058012933,0.029180849,0.97023904
0.0009059312,0.89252084,0.106573194
0.0006217137,0.9537264,0.045651976
0.0009869796,0.13271256,0.86630046
0.0007749895,0.11085961,0.8883654
0.0006325078,0.059530467,0.939837
0.00034462058,0.019997021,0.9796583
9.998972e-05,0.00048611936,0.99941385
0.0022705705,0.6142108,0.38351867
0.00021462108,0.0038107643,0.99597466
0.0003057199,0.013149986,0.9865444
0.9998321,0.00010783636,6.0076516e-05
0.00024272235,0.010767821,0.98898953
0.0009840893,0.8208962,0.17811967
0.0007364737,0.14792342,0.8513401
0.00040208656,0.026191527,0.9734064
0.9998835,5.86988e-05,5.7803845e-05
0.00062087324,0.0555859,0.94379324
0.0004831194,0.02854374,0.97097313
0.00011185172,0.0005689912,0.99931914
0.00012155703,0.0011328267,0.9987456
0.00088278676,0.1130811,0.8860361
0.99987745,6.277404e-05,5.981309e-05
0.0012666016,0.4285172,0.5702162
0.00019908168,0.0031555826,0.99664533
0.9998842,5.809414e-05,5.7654226e-05
0.9998783,6.193281e-05,5.9774084e-05
0.00033751928,0.020240922,0.97942156
0.00039398327,0.014182287,0.98542374
0.9998838,5.8947393e-05,5.7224817e-05
0.99987876,6.242589e-05,5.8840113e-05
0.99988425,5.779184e-05,5.7906767e-05
0.99987423,6.0331007e-05,6.541516e-05
0.0004737071,0.04806358,0.9514627
0.00017139583,0.0020066432,0.997822
0.99988496,5.7708912e-05,5.7286994e-05
0.99984944,7.081163e-05,7.9731755e-05
0.00045718305,0.9718247,0.027718158
0.0006956501,0.068610795,0.9306936
0.000483691,0.009239149,0.99027723
0.99988323,5.8194146e-05,5.8593578e-05
0.0007511847,0.13199207,0.8672567
0.9998074,0.00011309791,7.946427e-05
0.00011928686,0.00097040966,0.9989103
0.999882,5.9741036e-05,5.819537e-05
0.9998611,6.779245e-05,7.103475e-05
0.00039502332,0.023489218,0.97611576
0.00043837796,0.015809184,0.9837524
